symbol,token,name
MUTHOOTFIN,23650,MUTHOOTFIN
LIQUIDBETF,23915,LIQUIDBETF
BBNPNBETF,24117,BBNPNBETF
RETAIL,24145,RETAIL
DEEDEV,24154,DEEDEV
NOCIL,2442,NOCIL
RUSHIL,24595,RUSHIL
RELTD,24596,RELTD
GROWWEV,24798,GROWWEV
GSEC10ABSL,24847,GSEC10ABSL
LTF,24948,LTF
EBANKNIFTY,25258,EBANKNIFTY
BAJAJHFL,25270,BAJAJHFL
GROWWLIQID,25447,GROWWLIQID
SHAKTIPUMP,25574,SHAKTIPUMP
INDOUS,25503,INDOUS
MOMENTUM50,25606,MOMENTUM50
APLAPOLLO,25780,APLAPOLLO
DBEIL,25892,DBEIL
SPECIALITY,27107,SPECIALITY
EIEL,27213,EIEL
AUROPHARMA,275,AUROPHARMA
PRSMJOHNSN,2739,PRSMJOHNSN
INNOVANA,27754,INNOVANA
RSWM,2794,RSWM
RANASUG,2837,RANASUG
MAMATA,28687,MAMATA
RELIANCE,2885,RELIANCE
CONSUMER,28969,CONSUMER
TVSHLTD,29008,TVSHLTD
ZUARI,29050,ZUARI
NAVKARURB,29146,NAVKARURB
DENTA,29256,DENTA
HEXT,29666,HEXT
MSCIINDIA,29758,MSCIINDIA
ORIENTELEC,2972,ORIENTELEC
AONETOTAL,29975,AONETOTAL
WONDERLA,3002,WONDERLA
AXISTECETF,3010,AXISTECETF
AXISVALUE,30155,AXISVALUE
SBIBPB,30290,SBIBPB
SBIN,3045,SBIN
SHANTIGEAR,3078,SHANTIGEAR
BAJAJHLDNG,305,BAJAJHLDNG
COMPUSOFT,31138,COMPUSOFT
MCX,31181,MCX
SHREDIGCEM,3099,SHREDIGCEM
SIMPLEXINF,3162,SIMPLEXINF
SIEMENS,3150,SIEMENS
SHREYANIND,3126,SHREYANIND
SUNDRMFAST,3345,SUNDRMFAST
SUPERSPIN,3357,SUPERSPIN
SPMLINFRA,3321,SPMLINFRA
TFCILTD,3466,TFCILTD
AGARIND,3389,AGARIND
TORNTPHARM,3518,TORNTPHARM
TIL,3484,TIL
TATASTEEL,3499,TATASTEEL
VIPIND,3703,VIPIND
VOLTAS,3718,VOLTAS
VENKEYS,3757,VENKEYS
WHEELS,3766,WHEELS
PREMIERPOL,3908,PREMIERPOL
HATSUN,3892,HATSUN
CAPLIPOINT,3906,CAPLIPOINT
TOKYOPLAST,3837,TOKYOPLAST
BIOFILCHEM,4136,BIOFILCHEM
BEPL,419,BEPL
TNPL,3980,TNPL
BHARATGEAR,426,BHARATGEAR
DENORA,4279,DENORA
5PAISA,445,5PAISA
AARTIDRUGS,4481,AARTIDRUGS
SELECTIPO,30109,SELECTIPO
EQUAL200,30121,EQUAL200
3MINDIA,474,3MINDIA
TCIFINANCE,4771,TCIFINANCE
BANKINDIA,4745,BANKINDIA
SOTL,3021,SOTL
SPECTRUM,30455,SPECTRUM
KPIGREEN,5108,KPIGREEN
JAICORPLTD,5143,JAICORPLTD
SBIETFCON,5168,SBIETFCON
ICICIB22,522,ICICIB22
ANTGRAPHIC,5194,ANTGRAPHIC
DBSTOCKBRO,31107,DBSTOCKBRO
ASAHIINDIA,5378,ASAHIINDIA
SUDARSCHEM,3327,SUDARSCHEM
ISGEC,3329,ISGEC
SUNFLAG,3348,SUNFLAG
NUVOCO,5426,NUVOCO
BALKRISIND,335,BALKRISIND
SMLISUZU,3387,SMLISUZU
KOTHARIPRO,5528,KOTHARIPRO
THERMAX,3475,THERMAX
BALRAMCHIN,341,BALRAMCHIN
AXISBPSETF,3530,AXISBPSETF
AXISBANK,5900,AXISBANK
EIFFL,6040,EIFFL
AXISHCETF,3608,AXISHCETF
JUBLPHARMA,3637,JUBLPHARMA
MENONBE,6961,MENONBE
BBTC,380,BBTC
ACCELYA,7053,ACCELYA
MAHKTECH,7074,MAHKTECH
REMSONSIND,3965,REMSONSIND
NIACL,399,NIACL
ARIHANTCAP,3813,ARIHANTCAP
BEL,383,BEL
SETFNIFBK,7361,SETFNIFBK
BBETF0432,7196,BBETF0432
SILINV,4105,SILINV
CUBEXTUB,4064,CUBEXTUB
EIMCOELECO,4040,EIMCOELECO
MIDQ50ADD,7456,MIDQ50ADD
NRBBEARING,7553,NRBBEARING
WAAREERTL,756038,WAAREERTL
EQUAL50,757142,EQUAL50
KEEPLEARN,778,KEEPLEARN
MUKTAARTS,8687,MUKTAARTS
STERTOOLS,4299,STERTOOLS
VISAKAIND,4221,VISAKAIND
BHARATFORG,422,BHARATFORG
VCL,9020,VCL
EIDPARRY,916,EIDPARRY
BANKBARODA,4668,BANKBARODA
DODLA,4822,DODLA
GAIL,4717,GAIL
SILVERCASE,30274,SILVERCASE
ICEMAKE,489,ICEMAKE
ENGINERSIN,4907,ENGINERSIN
SHARDACROP,4992,SHARDACROP
PILITA,30835,PILITA
GRINFRA,5054,GRINFRA
INDUSINDBK,5258,INDUSINDBK
GMDCLTD,5204,GMDCLTD
STYLAMIND,5186,STYLAMIND
BPCL,526,BPCL
PDSL,5264,PDSL
SERVOTECH,5507,SERVOTECH
MOL,5394,MOL
CARTRADE,5407,CARTRADE
TATACHEM,3405,TATACHEM
VSTIND,3724,VSTIND
RELINFRA,553,RELINFRA
ANMOL,3727,ANMOL
ABMINTLLTD,5549,ABMINTLLTD
SINTERCOM,381,SINTERCOM
RITES,3761,RITES
WIPRO,3787,WIPRO
PVP,4010,PVP
BHARATRAS,3834,BHARATRAS
MASPTOP50,5782,MASPTOP50
BERGEPAINT,404,BERGEPAINT
JAYAGROGN,4041,JAYAGROGN
MARICO,4067,MARICO
CANFINHOME,583,CANFINHOME
MIRZAINT,4394,MIRZAINT
SBCL,4656,SBCL
RAMCOIND,4587,RAMCOIND
OSWALGREEN,471,OSWALGREEN
HAPPSTMNDS,48,HAPPSTMNDS
INDNIPPON,4747,INDNIPPON
LICNETFGSC,6062,LICNETFGSC
3IINFOLTD,6232,3IINFOLTD
LIQUIDIETF,4838,LIQUIDIETF
KIMS,4847,KIMS
GULPOLY,6286,GULPOLY
MADRASFERT,4911,MADRASFERT
TECH,6462,TECH
EQUAL50ADD,6606,EQUAL50ADD
MOLDTKPAC,6713,MOLDTKPAC
RPPL,6913,RPPL
TARSONS,6943,TARSONS
MAHAPEXLTD,5239,MAHAPEXLTD
HESTERBIO,7048,HESTERBIO
TEGA,7105,TEGA
DEVYANI,5373,DEVYANI
GRSE,5475,GRSE
JAIPURKURT,5516,JAIPURKURT
AMIORG,5578,AMIORG
ALPHA,7412,ALPHA
NILASPACES,7411,NILASPACES
DATAPATTNS,7358,DATAPATTNS
J&KBANK,5633,J&KBANK
PARAS,5911,PARAS
CIFL,756015,CIFL
SOUTHBANK,5948,SOUTHBANK
CARBORUNIV,595,CARBORUNIV
COASTCORP,6006,COASTCORP
ARTNIRMAN,6156,ARTNIRMAN
KRITI,6417,KRITI
CAMLINFINE,6216,CAMLINFINE
JINDALSTEL,6733,JINDALSTEL
STEELCAS,6803,STEELCAS
CIPLA,694,CIPLA
NETF,7838,NETF
GEPIL,7862,GEPIL
ANANDRATHI,7145,ANANDRATHI
MOMOMENTUM,8182,MOMOMENTUM
BYKE,7919,BYKE
SBIETFQLTY,7218,SBIETFQLTY
METROBRAND,7242,METROBRAND
SBIETFIT,740,SBIETFIT
STAR,7374,STAR
MANAKALUCO,7420,MANAKALUCO
MSUMI,8596,MSUMI
CHOICEIN,8866,CHOICEIN
USHAMART,8840,USHAMART
MON50EQUAL,756900,MON50EQUAL
NILAINFRA,9253,NILAINFRA
KRITIKA,9288,KRITIKA
CRISIL,757,CRISIL
AVANTIFEED,7936,AVANTIFEED
ZYDUSLIFE,7929,ZYDUSLIFE
SUBEXLTD,967,SUBEXLTD
TRIDENT,9685,TRIDENT
SILVER,8003,SILVER
DCMSHRIRAM,811,DCMSHRIRAM
AJANTPHARM,8124,AJANTPHARM
SPENCERS,8163,SPENCERS
PRITI,8304,PRITI
ONEPOINT,9939,ONEPOINT
BLUESTARCO,8311,BLUESTARCO
MIDCAPETF,8413,MIDCAPETF
DHAMPURSUG,857,DHAMPURSUG
CAMPUS,9362,CAMPUS
MAHESHWARI,9576,MAHESHWARI
PARADEEP,9741,PARADEEP
HAVELLS,9819,HAVELLS
AXITA,9902,AXITA
ORIENTCEM,30089,ORIENTCEM
PRABHA,30134,PRABHA
SAMMAANCAP,30125,SAMMAANCAP
SDL26BEES,3022,SDL26BEES
SCHNEIDER,31234,SCHNEIDER
ISHANCH,30249,ISHANCH
GILT5YBEES,3172,GILT5YBEES
BAJFINANCE,317,BAJFINANCE
ANGELONE,324,ANGELONE
SPIC,3252,SPIC
SURYAROSNI,3375,SURYAROSNI
SRF,3273,SRF
AJOONI,3403,AJOONI
CLSEL,3482,CLSEL
BBOX,3435,BBOX
ORBTEXP,31475,ORBTEXP
MOKSH,3586,MOKSH
SKFINDIA,3186,SKFINDIA
SREEL,31837,SREEL
VINDHYATEL,3694,VINDHYATEL
CAMS,342,CAMS
TATAELXSI,3411,TATAELXSI
MAHLOG,385,MAHLOG
MAFANG,3507,MAFANG
BANARBEADS,347,BANARBEADS
TTKPRESTIG,3546,TTKPRESTIG
GREENPLY,3987,GREENPLY
MOTHERSON,4204,MOTHERSON
KHADIM,425,KHADIM
UCAL,3570,UCAL
NAM-INDIA,357,NAM-INDIA
FINEORG,3744,FINEORG
HDFCLIFE,467,HDFCLIFE
WEIZMANIND,3748,WEIZMANIND
BATAINDIA,371,BATAINDIA
INDSWFTLAB,4870,INDSWFTLAB
FDC,4898,FDC
WENDT,4235,WENDT
HINDCON,4920,HINDCON
IPL,4934,IPL
CREDITACC,4421,CREDITACC
NEXT50IETF,4529,NEXT50IETF
ALKYLAMINE,4487,ALKYLAMINE
DYNAMATECH,4525,DYNAMATECH
RUCHINFRA,4566,RUCHINFRA
HERITGFOOD,4598,HERITGFOOD
SKMEGGPROD,4732,SKMEGGPROD
INDRAMEDCO,4751,INDRAMEDCO
BIRLACABLE,477,BIRLACABLE
CONCOR,4749,CONCOR
PRITIKAUTO,5292,PRITIKAUTO
DCMFINSERV,4775,DCMFINSERV
EPIGRAL,5382,EPIGRAL
GANESHBE,5614,GANESHBE
SHANTI,5650,SHANTI
AXISCETF,5732,AXISCETF
BANKNIFTY1,5851,BANKNIFTY1
ABSLAMC,6018,ABSLAMC
SGIL,5114,SGIL
MAZDOCK,509,MAZDOCK
UTIAMC,527,UTIAMC
SIKKO,6218,SIKKO
APTUS,5435,APTUS
BRITANNIA,547,BRITANNIA
YUKEN,5501,YUKEN
FOCUS,6836,FOCUS
LINC,6951,LINC
ARCHIES,5688,ARCHIES
AARTIIND,7,AARTIIND
LIKHITHA,578,LIKHITHA
SEJALLTD,7091,SEJALLTD
SHALBY,714,SHALBY
RATEGAIN,7177,RATEGAIN
ABSLNN50ET,7339,ABSLNN50ET
COSMOFIRST,742,COSMOFIRST
HPAL,7376,HPAL
MONQ50,7422,MONQ50
FCL,6198,FCL
MEDICAMEQ,6278,MEDICAMEQ
ABREL,625,ABREL
CONSUMIETF,6446,CONSUMIETF
NYKAA,6545,NYKAA
GREENLAM,6848,GREENLAM
LATENTVIEW,6818,LATENTVIEW
MHLXMIRU,7886,MHLXMIRU
RPSGVENT,8119,RPSGVENT
HEUBACHIND,715,HEUBACHIND
ZODIAC,7129,ZODIAC
SHRIRAMPPS,7200,SHRIRAMPPS
JETFREIGHT,7211,JETFREIGHT
MAPMYINDIA,7227,MAPMYINDIA
SUPRIYA,7390,SUPRIYA
COROMANDEL,739,COROMANDEL
MID150BEES,8506,MID150BEES
TNIDETF,8882,TNIDETF
PRIVISCL,8825,PRIVISCL
UMIYA-MRO,8998,UMIYA-MRO
ELDEHSG,8953,ELDEHSG
AGROPHOS,9046,AGROPHOS
TPLPLASTEH,9219,TPLPLASTEH
INDOAMIN,9116,INDOAMIN
ELECTCAST,928,ELECTCAST
ELGIEQUIP,937,ELGIEQUIP
RVNL,9552,RVNL
SAKAR,9539,SAKAR
SHREERAMA,7627,SHREERAMA
DELHIVERY,9599,DELHIVERY
EMUDHRA,9756,EMUDHRA
IMAGICAA,7672,IMAGICAA
AUTOBEES,7880,AUTOBEES
NV20BEES,9847,NV20BEES
MALLCOM,7965,MALLCOM
CINEVISTA,8024,CINEVISTA
DCM,805,DCM
SHIVATEX,804,SHIVATEX
MAHLIFE,8050,MAHLIFE
CROWN,8083,CROWN
KTKBANK,8054,KTKBANK
DEVIT,8146,DEVIT
MANYAVAR,8167,MANYAVAR
SAGARDEEP,8175,SAGARDEEP
FIBERWEB,8159,FIBERWEB
INDOBORAX,8614,INDOBORAX
RITCO,8944,RITCO
UTISXN50,9168,UTISXN50
STARTECK,9305,STARTECK
HARIOMPIPE,8968,HARIOMPIPE
RAINBOW,9408,RAINBOW
MSTCLTD,9356,MSTCLTD
ESABINDIA,955,ESABINDIA
GOLDTECH,9874,GOLDTECH
NEOGEN,9917,NEOGEN
VIKASLIFE,9931,VIKASLIFE
MOLOWVOL,8654,MOLOWVOL
GAEL,8828,GAEL
UFO,9039,UFO
KHAICHEM,896,KHAICHEM
ANUP,9014,ANUP
BALAJITELE,9158,BALAJITELE
STLTECH,9309,STLTECH
ESCORTS,958,ESCORTS
LICI,9480,LICI
HIKAL,9668,HIKAL
RELCHEMQ,9652,RELCHEMQ
METROPOLIS,9581,METROPOLIS
GOLD360,30105,GOLD360
KOHINOOR,3009,KOHINOOR
JINDALSAW,3024,JINDALSAW
NIF100IETF,30392,NIF100IETF
ESSENTIA,30323,ESSENTIA
MID150,30469,MID150
SCI,3048,SCI
VEDL,3063,VEDL
INDOSTAR,3088,INDOSTAR
SHREECEM,3103,SHREECEM
BARBEQUE,3127,BARBEQUE
TIINDIA,312,TIINDIA
NBCC,31415,NBCC
JTEKTINDIA,3237,JTEKTINDIA
STARPAPER,3291,STARPAPER
DEEPINDS,3292,DEEPINDS
SUNPHARMA,3351,SUNPHARMA
SUBROS,3324,SUBROS
TIRUMALCHM,3496,TIRUMALCHM
TATAPOWER,3426,TATAPOWER
SWARAJENG,3384,SWARAJENG
ADANIGREEN,3563,ADANIGREEN
TNPETRO,3509,TNPETRO
HEALTHIETF,3626,HEALTHIETF
UNIVCABLES,3607,UNIVCABLES
BASF,368,BASF
VARDMNPOLY,3646,VARDMNPOLY
VARROC,3857,VARROC
ZUARIIND,3827,ZUARIIND
PARASPETRO,3972,PARASPETRO
BEML,395,BEML
HBSL,4116,HBSL
REGENCERAM,4130,REGENCERAM
SUNDRMBRAK,4179,SUNDRMBRAK
SOMATEX,4201,SOMATEX
SHRIRAMFIN,4306,SHRIRAMFIN
IFGLEXPOR,436,IFGLEXPOR
SIGIND,4522,SIGIND
BIRLACORPN,480,BIRLACORPN
SNOWMAN,4843,SNOWMAN
ICICIBANK,4963,ICICIBANK
PHARMABEES,4973,PHARMABEES
IRCON,4986,IRCON
ETERNAL,5097,ETERNAL
CLEAN,5049,CLEAN
CIGNITITEC,5142,CIGNITITEC
TATVA,5162,TATVA
BPL,530,BPL
TRIGYN,5428,TRIGYN
KRSNAA,5359,KRSNAA
NGIL,5401,NGIL
AAVAS,5385,AAVAS
ASTRAZEN,5610,ASTRAZEN
CYIENT,5748,CYIENT
LAGNAM,5865,LAGNAM
GRAPHITE,592,GRAPHITE
INTELLECT,5926,INTELLECT
MONTECARLO,5938,MONTECARLO
DTIL,6227,DTIL
CCHHL,6385,CCHHL
LAXMICOT,6568,LAXMICOT
FOODSIN,6673,FOODSIN
FINOPB,6579,FINOPB
SIGACHI,6663,SIGACHI
EXIDEIND,676,EXIDEIND
SBC,6792,SBC
CHOLAFIN,685,CHOLAFIN
BAJAJHCARE,6863,BAJAJHCARE
DMCC,6973,DMCC
GOCOLORS,6964,GOCOLORS
ASIANENE,7030,ASIANENE
SETFNN50,7353,SETFNN50
GLENMARK,7406,GLENMARK
WOCKPHARMA,7506,WOCKPHARMA
GROWWMOM50,756086,GROWWMOM50
UNITEDPOLY,7560,UNITEDPOLY
ATHERENERG,757645,ATHERENERG
DABUR,772,DABUR
AUTOIETF,7844,AUTOIETF
MAKEINDIA,7979,MAKEINDIA
DEEPAKFERT,827,DEEPAKFERT
SHAILY,8727,SHAILY
OBCL,8797,OBCL
AVROIND,8827,AVROIND
TTML,8954,TTML
PIXTRANS,9087,PIXTRANS
TAJGVK,9354,TAJGVK
KHANDSE,9641,KHANDSE
SOUTHWEST,9678,SOUTHWEST
CHEVIOT,9879,CHEVIOT
ABFRL,30108,ABFRL
SESHAPAPER,3066,SESHAPAPER
RHIM,31163,RHIM
BORORENEW,3149,BORORENEW
JPOLYINVST,31507,JPOLYINVST
THOMASCOOK,3481,THOMASCOOK
BANARISUG,350,BANARISUG
TITAN,3506,TITAN
SOMANYCERA,3880,SOMANYCERA
ZODIACLOTH,3821,ZODIACLOTH
AEGISLOG,40,AEGISLOG
AUSOMENT,4037,AUSOMENT
SENSEXIETF,4378,SENSEXIETF
MPHASIS,4503,MPHASIS
KOTHARIPET,4594,KOTHARIPET
GANGAFORGE,4957,GANGAFORGE
ADROITINFO,4953,ADROITINFO
ROLEXRINGS,5279,ROLEXRINGS
ALIVUS,5265,ALIVUS
CHEMPLASTS,5449,CHEMPLASTS
ITDCEM,5622,ITDCEM
VIJAYA,5585,VIJAYA
SANSERA,5751,SANSERA
AIROLAM,6068,AIROLAM
GOODLUCK,6125,GOODLUCK
CESC,628,CESC
NATIONALUM,6364,NATIONALUM
IGARASHI,634,IGARASHI
LAMBODHARA,6407,LAMBODHARA
TECHNOE,6445,TECHNOE
GENUSPAPER,6600,GENUSPAPER
GRPLTD,6543,GRPLTD
SJS,6643,SJS
NIPPOBATRY,6782,NIPPOBATRY
SAPPHIRE,6718,SAPPHIRE
PAYTM,6705,PAYTM
SMLT,6843,SMLT
ICDSLTD,6977,ICDSLTD
HEMIPROP,701,HEMIPROP
SHRADHA,708,SHRADHA
HCLTECH,7229,HCLTECH
ZENTEC,7508,ZENTEC
SILVER360,756150,SILVER360
NPST,756324,NPST
MONEXT50,757167,MONEXT50
CMSINFO,7603,CMSINFO
CGPOWER,760,CGPOWER
BCONCEPTS,7780,BCONCEPTS
INOXWIND,7852,INOXWIND
SILVERBEES,8080,SILVERBEES
DCW,817,DCW
CHALET,8546,CHALET
NLCINDIA,8585,NLCINDIA
VETO,8652,VETO
DRREDDY,881,DRREDDY
E2E,8937,E2E
TIPSMUSIC,9117,TIPSMUSIC
EIHOTEL,919,EIHOTEL
CREATIVEYE,9384,CREATIVEYE
PRUDENT,9553,PRUDENT
POLYCAB,9590,POLYCAB
VENUSPIPES,9592,VENUSPIPES
MEDICO,9667,MEDICO
SPLPETRO,9617,SPLPETRO
